#{"t_start": 1787654605.5587204, "env_id": "None"}
r,l,t
-3.725332,200,70.213624
-10.02878,78,70.262031
-1.999702,200,70.408053
-0.357087,200,70.947386
1.946269,200,71.073807
-6.113572,200,71.189496
11.067996,113,71.25501
-14.914301,41,71.277889
-2.176056,200,71.39774
-2.026839,200,71.919587
-8.203699,198,72.04268
0.006548,200,72.173235
2.081263,200,72.309851
-3.551439,200,72.440454
-3.230241,200,72.95654
-1.012716,200,73.07519
18.109449,122,73.148239
1.367445,200,73.268559
16.746918,144,73.354647
-1.498941,200,73.474034
18.892379,112,73.542445
2.398802,200,74.137377
0.884694,200,74.258244
-8.406357,180,74.388448
-0.482369,200,74.512779
-2.443545,200,74.630427
0.203727,200,75.136304
-1.788348,200,75.253008
0.639738,200,75.370527
-2.976599,200,75.488156
-1.444315,200,75.603125
20.004839,126,76.060075
-34.000282,28,76.076263
-14.815922,72,76.11934
-1.195125,200,76.247048
0.844526,200,76.368058
-1.148005,200,76.487709
2.538225,200,76.624166
-3.229894,200,77.147955
0.013649,200,77.272684
21.063445,111,77.33886
-0.084618,200,77.455922
-2.006211,200,77.571998
-9.67071,78,77.62444
-0.591169,200,78.17167
-8.129827,200,78.315266
-1.193169,200,78.44945
1.083048,200,78.578839
-8.579888,172,78.689025
-2.241223,200,79.238491
-12.811208,200,79.366074
-0.457669,200,79.500686
-0.077009,200,79.633756
0.80213,200,79.761628
-0.524447,200,80.27783
0.068713,200,80.397163
20.106132,102,80.459033
17.790323,164,80.55301
-0.719554,200,80.666334
-2.536371,200,80.788684
-17.055248,51,80.81688
-59.556933,200,81.329746
8.140223,171,81.437291
-22.801265,200,81.564745
-0.004646,200,81.684172
-36.744132,89,81.734709
18.130429,110,81.818298
-1.070011,200,82.341929
-1.208561,130,82.41776
-5.129404,93,82.475433
18.385578,91,82.535704
1.307944,200,82.661004
0.253966,200,82.783175
21.048875,142,82.866911
1.128363,200,83.372408
0.283806,200,83.489327
0.634423,200,83.612207
-7.138991,71,83.658387
0.271501,200,83.792008
-0.153346,200,83.921859
-1.225902,200,84.452485
2.147274,200,84.576907
1.067026,200,84.708318
1.876047,200,84.851992
0.585398,200,84.973141
-2.29387,72,85.017572
19.068622,78,85.460892
19.743974,83,85.513652
-2.223174,200,85.633266
-3.26143,200,85.766847
12.887556,86,85.824291
18.135964,80,85.871315
1.992606,200,85.991831
19.540664,109,86.067614
1.102327,200,86.673328
1.227859,200,86.808847
-4.524478,200,86.948191
-7.204683,72,86.994677
1.962296,200,87.134873
-2.695441,200,87.671345
-3.085128,200,87.833816
-1.879804,200,87.949546
15.517337,82,88.001306
-0.110092,200,88.120518
17.282926,150,88.215071
-10.716898,119,88.288177
-0.941942,200,88.803788
-0.686415,200,88.923252
0.514257,200,89.037397
0.412959,200,89.152081
17.667549,117,89.220196
2.521011,200,89.734331
-0.138768,200,89.863269
-17.058773,1,89.864236
17.650003,118,89.935539
-9.546586,138,90.022034
0.512168,200,90.142152
-9.701071,40,90.167675
-9.750958,141,90.25047
-15.796202,47,90.280632
-1.080749,200,90.83299
-2.137648,200,90.950654
-0.378361,200,91.078287
17.318285,101,91.173257
-1.721896,200,91.32042
-29.315545,200,91.455771
-3.480546,200,91.985731
0.595193,200,92.103793
-0.54978,200,92.218273
22.327647,78,92.262624
0.458949,200,92.374223
18.080812,102,92.436869
19.723501,112,92.965342
18.008515,88,93.040486
-2.340865,200,93.225568
-1.901075,200,93.366295
-4.805239,200,93.493278
-1.352652,200,93.617313
-3.966704,86,94.083678
0.276958,200,94.203439
-2.449261,200,94.324136
-5.310518,200,94.445881
3.21693,200,94.56643
-0.996401,200,94.685511
-5.373537,200,95.205775
-0.723858,200,95.323643
-19.071262,142,95.409939
-3.042858,200,95.53946
-2.919842,200,95.659671
0.876077,200,96.179708
2.137072,200,96.303341
-0.567635,200,96.42504
19.702627,88,96.476434
-17.440191,200,96.597262
-11.174963,200,96.750142
18.605809,80,97.230383
1.366771,200,97.353732
-9.085149,136,97.444585
-16.416439,1,97.445745
-0.412715,200,97.578347
3.6489,200,97.699784
1.939794,200,97.814654
-11.805882,47,98.223188
-1.329534,200,98.337327
17.179164,100,98.395387
-35.011125,200,98.510285
-0.922969,200,98.622228
0.438538,200,98.737037
20.762266,155,99.210279
-8.78647,90,99.262748
2.025105,200,99.377555
-0.913107,200,99.493333
3.053504,200,99.608325
-19.157692,200,99.724082
-8.20825,93,99.78294
-9.797085,80,100.243984
-2.332766,200,100.36834
2.717535,200,100.492269
14.69955,85,100.547976
-4.299441,200,100.682028
-3.029032,200,100.807618
-10.834003,81,101.246018
18.709422,78,101.291797
19.48528,96,101.347246
2.060912,200,101.480001
4.603155,200,101.594213
-1.427315,200,101.707657
-1.131082,200,101.826007
-1.995205,200,102.329532
4.025242,200,102.447099
19.673166,138,102.527018
20.871328,80,102.573553
1.487822,200,102.698679
-13.867054,39,102.724024
3.053997,200,102.84714
0.031868,200,103.364394
-2.095438,200,103.484091
-38.896757,200,103.600535
17.916642,112,103.669032
-1.304157,200,103.792177
-7.126481,77,103.838202
0.457263,200,104.390001
-2.271,200,104.553908
-3.805547,200,104.732858
-0.423002,200,104.874588
3.799227,200,105.009736
-0.880754,200,105.563735
-3.038838,200,105.68124
18.897101,108,105.745804
-1.099802,200,105.859296
-0.238069,200,105.974984
-0.759,200,106.473283
2.581512,200,106.59011
19.256159,75,106.637432
-0.986998,200,106.760944
3.720175,200,106.876876
-0.272303,200,106.991863
-0.125449,200,107.517005
0.223232,200,107.636958
19.215652,75,107.689768
-8.614909,200,107.83974
4.537441,200,107.976558
4.407997,200,108.113134
-0.02251,200,108.721336
6.322676,102,108.809504
-8.584846,73,108.882441
3.270162,200,109.040937
18.542953,89,109.122205
2.41824,200,109.283726
18.449272,79,109.342477
-0.179302,200,109.952046
-4.762767,200,110.112653
17.483613,96,110.184441
-0.070373,200,110.33826
-0.699807,200,110.468446
1.191812,200,110.624091
1.821553,200,111.161377
-1.802169,200,111.287285
-1.415752,200,111.427719
-33.789167,57,111.467847
1.919992,200,111.613719
-0.2582,200,111.763618
-3.506509,200,112.356772
-0.357445,200,112.501503
4.611309,200,112.654594
0.914862,200,112.83552
19.442615,68,112.89875
20.508899,77,112.966574
-10.901339,63,113.019166
19.363217,75,113.560763
16.334336,90,113.618068
2.818008,200,113.737723
1.320574,200,113.873581
-2.064102,200,114.008452
18.75176,125,114.096391
0.14101,200,114.226338
3.425369,200,114.770418
2.717188,200,114.912929
-1.54619,200,115.053228
-2.087292,200,115.190111
-1.948083,200,115.332988
-8.940763,39,115.808192
17.089425,111,115.873774
-10.064566,200,115.990317
4.025758,200,116.106251
-9.036833,68,116.145562
-17.882933,20,116.158328
15.168846,120,116.226879
0.414274,200,116.340655
20.984493,97,116.810936
-5.922916,112,116.874103
16.194777,72,116.915991
19.658535,87,116.964328
19.721583,77,117.008833
-12.069157,170,117.105175
-5.880183,122,117.176933
-1.66946,200,117.289337
0.016142,200,117.805753
21.213735,100,117.872783
19.865849,84,117.927806
-27.307032,200,118.067553
-1.191543,200,118.191197
0.152769,200,118.320048
0.622593,200,118.463258
-2.404627,200,119.046534
18.898161,197,119.171113
4.226459,200,119.312536
2.926408,200,119.45622
-1.112492,200,119.59019
-2.158315,200,120.224381
-3.572683,200,120.356197
1.931626,200,120.501784
13.680464,101,120.568431
20.850308,129,120.654867
-0.098257,200,120.799654
-1.530523,200,121.379262
17.895239,142,121.482683
-25.688639,200,121.624519
-1.869616,200,121.769313
21.278677,87,121.835809
18.870838,86,121.896476
4.804735,200,122.431571
-3.921807,163,122.559108
-0.514661,200,122.703623
-10.541321,92,122.764413
3.912346,200,122.880345
-5.550256,84,122.934105
15.912026,111,123.016769
2.788278,145,123.544547
-1.485693,200,123.682924
-0.506574,200,123.820824
0.641521,200,123.962028
-1.52998,200,124.128704
-6.714895,200,124.249885
1.85883,200,124.772606
-8.570236,41,124.798084
-6.445633,116,124.868847
-1.821182,200,124.988569
2.276702,200,125.127576
20.383468,186,125.31029
1.952479,200,125.821572
-2.453005,200,125.947545
-0.516918,200,126.064293
-6.331257,83,126.111009
10.938191,126,126.18088
1.036207,200,126.292199
1.639767,200,126.813456
1.520931,200,126.950168
21.855366,87,127.00409
-0.05236,200,127.125441
-1.349593,200,127.243309
-10.196597,200,127.358833
19.02959,125,127.833725
0.150751,200,127.950749
-8.521799,96,128.008457
12.425663,79,128.056304
1.068606,200,128.178004
-11.175309,29,128.194254
20.069809,103,128.253218
-10.739772,142,128.340853
18.549441,117,128.804893
-0.329648,200,128.920491
3.789093,96,128.974047
-2.106317,200,129.093717
20.612926,101,129.160089
-5.530718,167,129.261494
1.756531,200,129.379007
17.220253,112,129.876726
14.955223,114,129.9476
-8.911222,70,129.991603
5.174208,145,130.080453
17.688222,139,130.16465
12.274367,96,130.227077
-1.464433,200,130.36257
20.584838,200,130.913384
3.182832,200,131.036558
-1.65053,200,131.174057
18.596273,95,131.239303
18.432493,130,131.321128
-2.185129,200,131.441336
19.822607,120,131.512899
-0.896615,200,132.048728
17.508527,79,132.09358
5.686588,200,132.210033
16.739125,132,132.283841
-2.41957,200,132.400713
0.02091,200,132.526859
-9.732365,200,133.076627
18.393368,68,133.118992
-2.073723,200,133.266729
1.060613,200,133.415303
18.902408,114,133.496605
19.319719,146,133.592959
18.274451,115,133.663674
-7.695026,80,134.159425
-6.129831,84,134.214236
-24.624407,26,134.229934
-8.601806,30,134.247765
-8.885025,108,134.309333
19.989832,76,134.35764
20.120374,67,134.395799
-0.843708,200,134.541162
20.795952,96,134.602468
18.748256,80,134.655418
-13.479967,200,134.778276
-10.372379,119,135.239702
-16.735949,1,135.240486
0.726273,200,135.362266
17.466194,79,135.410415
0.206432,200,135.546063
-1.676657,200,135.664936
-0.267646,200,135.780392
20.095054,55,136.238442
-1.79168,200,136.366655
-0.738268,200,136.484295
-6.22401,95,136.546754
18.295555,70,136.593475
19.340877,110,136.665897
-18.169978,200,136.793003
20.30079,126,136.871647
19.025425,51,137.324264
1.382007,200,137.448543
16.971965,65,137.493774
-7.546882,104,137.562046
18.934796,153,137.653399
2.087702,200,137.778762
0.389483,200,137.898662
1.083274,200,138.400972
19.757374,182,138.511821
-13.529923,200,138.628515
18.130754,86,138.67762
18.225717,65,138.716152
18.546,77,138.763021
18.661201,122,138.835959
-1.093905,200,139.345218
-39.470441,19,139.358452
12.178168,131,139.435332
-1.947625,200,139.555657
-8.412766,74,139.598569
3.757763,200,139.713499
-13.987409,160,139.805784
20.152015,87,139.86139
19.973709,102,139.919721
8.006423,82,140.351657
12.392492,86,140.402321
3.651066,200,140.513849
-8.818566,83,140.562976
19.560707,148,140.651975
0.17179,200,140.771625
19.303828,199,140.89884
-9.47469,126,141.402859
18.505448,132,141.483728
-4.22671,200,141.619537
0.485978,200,141.761005
19.02848,101,141.838987
-1.478041,126,141.93854
17.924016,95,142.00133
4.622874,200,142.575943
-20.850483,200,142.709673
2.627081,200,142.835747
20.524659,82,142.889195
0.205346,200,143.029202
17.329012,104,143.094654
18.101973,122,143.581917
19.492084,70,143.623785
-8.143322,33,143.643173
20.89384,78,143.688019
17.082523,117,143.757318
19.969572,67,143.795289
15.663496,163,143.890251
17.809046,163,144.025897
16.854315,92,144.081015
22.12108,87,144.132236
18.05433,157,144.64349
3.653389,200,144.769145
18.29707,124,144.839509
-11.152952,200,144.957778
-0.839547,200,145.080163
18.349247,81,145.129788
-0.520959,200,145.256418
14.476874,96,145.705005
10.504454,84,145.759308
0.33157,200,145.890124
1.170633,200,146.025259
19.0421,82,146.081854
22.033906,198,146.241773
-9.454946,125,146.334778
17.545899,97,146.843297
8.303837,61,146.886295
-16.811417,1,146.887086
12.597128,79,146.942911
0.410993,200,147.092528
19.306117,76,147.141577
21.723602,100,147.210808
4.189119,200,147.331995
17.733275,92,147.393328
18.113783,83,147.453039
17.864358,109,147.948854
18.188487,89,148.010262
-0.875961,200,148.135735
-3.705368,200,148.254672
-35.561391,200,148.370258
-8.68909,68,148.409924
0.490935,200,148.522489
18.847609,72,149.017156
-0.067901,200,149.168038
2.294104,200,149.295321
18.298971,65,149.338925
2.403906,200,149.475972
2.913977,200,149.622527
-1.8125,200,150.232794
-13.63601,47,150.270244
-1.24215,200,150.396333
5.469172,200,150.524177
-3.586829,57,150.562247
-19.933762,200,150.688184
-2.170943,107,150.756029
-7.968985,200,151.276994
17.511929,102,151.338959
16.31194,123,151.417601
6.244419,148,151.507529
-33.724773,20,151.520004
-11.630242,91,151.574268
-21.779874,200,151.700334
-23.237217,200,151.821658
19.153809,91,152.301668
17.878957,101,152.366863
19.245239,98,152.43547
20.280029,87,152.496401
18.860352,61,152.540158
18.368301,71,152.587167
18.583826,92,152.650114
16.785907,111,152.723668
21.17612,95,152.784834
0.556111,200,152.914779
17.851795,100,152.99016
17.358202,84,153.470231
20.918393,72,153.511986
16.186785,133,153.596762
19.153593,72,153.641131
1.855773,200,153.764297
0.925396,200,153.886074
-1.015781,200,154.005005
20.091021,74,154.444659
18.530967,79,154.489274
1.369121,200,154.602661
20.236968,147,154.687223
19.698738,171,154.78501
1.287381,200,154.898706
0.324832,200,155.011968
0.479757,200,155.571597
-11.289141,200,155.707316
17.417802,70,155.749479
18.209221,106,155.811006
15.674977,173,155.915441
20.278916,73,155.962416
3.438943,200,156.100621
18.430999,72,156.536287
0.299066,200,156.676619
18.248863,102,156.739391
-7.432806,200,156.867476
19.846064,97,156.92963
19.860394,85,156.979611
1.711475,200,157.111752
-30.632098,200,157.624561
18.243562,87,157.676578
0.940192,163,157.771976
19.046623,85,157.823216
2.578299,200,157.940635
-10.031326,27,157.956818
3.639676,200,158.076945
3.602351,200,158.618588
20.752405,134,158.70203
18.29355,130,158.779041
19.434377,86,158.830013
-0.303962,200,158.962668
1.762051,200,159.100509
17.237159,82,159.17492
-14.865627,200,159.745731
2.794348,200,159.884092
7.192592,84,159.939927
-5.759128,200,160.073573
16.997709,100,160.150522
-5.425462,82,160.206553
1.14323,200,160.342114
-30.855651,200,160.90047
-12.78058,200,161.038617
18.802786,88,161.100049
-0.568721,200,161.232721
-11.974713,149,161.32404
-10.014862,31,161.342206
17.433617,197,161.460472
19.614316,54,161.493018
3.090558,200,161.999721
18.422244,79,162.046391
2.450057,89,162.097912
17.594416,70,162.141692
-10.630777,69,162.183105
16.112488,102,162.243551
18.111189,141,162.326211
-8.223791,200,162.441284
13.075051,102,162.897382
11.281484,130,162.972536
7.486384,104,163.037925
3.707196,200,163.149705
17.709233,82,163.198821
-38.313631,95,163.253042
5.09739,65,163.290025
19.164606,82,163.336344
19.303443,82,163.38739
4.405239,200,163.907492
-8.084341,200,164.029927
20.019952,89,164.083613
18.882506,80,164.130019
20.091361,58,164.16348
19.784031,68,164.203948
-1.797583,200,164.318268
-2.120251,200,164.438203
19.275934,94,164.879297
18.180789,64,164.915508
16.702685,102,164.972623
-10.470989,23,164.985722
2.904328,200,165.100972
19.613353,68,165.139712
-7.695084,122,165.212545
14.012544,78,165.257206
2.806121,200,165.371955
19.120454,83,165.419535
17.743749,102,165.860009
20.717925,62,165.895475
16.464646,88,165.947234
-6.601674,200,166.062945
2.891213,123,166.133559
9.749503,62,166.171495
18.933722,73,166.214267
22.239251,81,166.261004
18.655417,91,166.312575
17.539041,95,166.36615
6.20329,200,166.904016
-0.692744,200,167.0404
19.22223,76,167.085619
-9.612593,36,167.109024
-22.606378,200,167.238336
3.979058,200,167.371937
20.174035,58,167.420465
-38.950534,200,167.960113
-18.720536,200,168.081176
5.373746,200,168.217991
-10.943224,61,168.255561
20.437707,90,168.312774
4.379514,102,168.376033
18.928687,65,168.415577
-11.044305,200,168.539888
17.938396,70,168.582429
-2.538373,200,169.097781
0.948909,200,169.232931
18.804032,115,169.302238
19.396696,99,169.366866
19.226109,73,169.412709
19.955959,88,169.469305
-0.543119,200,169.589113
18.631178,82,170.064156
-8.579326,200,170.197755
17.97318,128,170.284548
-1.680996,200,170.412313
-6.876467,163,170.534644
18.125577,57,170.574994
16.973246,122,170.654449
-2.715703,200,171.162271
17.745847,74,171.206629
18.737961,106,171.266063
17.646514,52,171.29617
-27.620228,16,171.306108
20.05461,101,171.361693
18.547184,82,171.411533
2.624032,200,171.523959
17.767288,75,171.568494
17.899941,151,171.675978
21.810519,65,171.728889
-0.8277,149,172.318722
-14.268209,71,172.368299
19.92692,99,172.436161
4.685062,200,172.582184
-20.789684,200,172.731797
-25.13172,200,172.860397
18.637064,65,172.903741
18.935973,80,172.954327
16.634039,85,173.423973
-9.288454,39,173.451879
20.499892,86,173.522269
18.391201,78,173.568617
14.712051,82,173.62857
18.491413,86,173.682731
22.54227,87,173.734617
21.883331,93,173.789719
19.326881,72,173.832795
4.709859,200,173.956908
17.917732,189,174.484958
20.763462,85,174.536995
14.046161,115,174.607988
18.082754,80,174.662107
-9.118849,78,174.715318
20.958197,75,174.763809
18.625665,64,174.805888
-43.130515,180,174.921016
19.099055,80,174.995207
2.733726,200,175.536613
2.076819,200,175.6682
20.413936,111,175.741424
19.52594,79,175.791253
18.811431,77,175.839861
-7.001051,73,175.887184
20.055347,64,175.927145
17.689634,114,176.000274
4.24466,104,176.066602
-3.674259,59,176.106679
18.160631,59,176.143959
1.343728,157,176.646858
4.143291,200,176.78248
19.460571,88,176.846107
-63.417959,200,176.986496
19.189599,70,177.030085
20.124165,66,177.070164
20.559875,58,177.110434
21.829787,131,177.209705
-9.248479,89,177.272913
4.025988,200,177.840317
19.828071,68,177.888882
18.617166,95,177.94806
17.668544,89,178.001751
17.789538,80,178.047755
-1.495342,200,178.169444
0.424629,91,178.229412
-7.655554,105,178.294197
21.294169,53,178.330682
9.767215,138,178.844577
-19.916161,200,178.974478
19.842158,115,179.047453
9.183441,71,179.092826
-13.175665,131,179.179281
-10.145348,200,179.30455
17.596495,78,179.350786
17.199385,135,179.436196
