#{"t_start": 1787653109.7485971, "env_id": "None"}
r,l,t
-0.463507,200,47.499186
19.600723,90,47.553485
17.04739,53,47.586371
18.373965,73,47.626223
17.829168,78,47.668281
19.64504,176,47.758706
18.21011,76,48.197125
18.965124,75,48.237743
21.851745,94,48.290174
17.147868,51,48.315591
20.0197,92,48.364314
19.933408,75,48.400629
18.043829,99,48.453897
20.143267,101,48.510874
18.451562,74,48.548906
-15.794509,30,48.56502
18.152728,80,48.610207
16.793667,80,48.655095
17.614428,71,48.689952
19.599687,70,49.161787
16.994499,84,49.207974
20.294124,96,49.255238
19.205041,94,49.303303
19.37016,96,49.355094
18.132339,75,49.394729
18.82565,81,49.438403
19.731429,79,49.480991
16.353575,78,49.521814
17.954073,82,49.565922
21.410173,87,49.611282
17.836215,74,49.651281
16.934417,76,49.689894
20.786413,100,50.165951
15.243515,71,50.213835
10.683395,56,50.248376
19.177421,130,50.328846
20.110793,85,50.378051
-17.502307,29,50.395284
18.585487,65,50.4469
19.665559,95,50.507004
19.424788,88,50.555721
-16.882021,18,50.566621
18.649902,66,50.610904
18.160476,73,50.64972
-7.050761,59,50.687594
17.274284,82,50.73506
18.246989,62,51.200217
20.404935,77,51.238971
18.074578,103,51.294713
18.010369,98,51.347809
20.013603,88,51.392226
21.222289,114,51.466529
15.239922,95,51.532135
19.409982,73,51.579115
11.48906,77,51.64046
20.101693,76,51.697582
-8.693718,54,51.735091
18.675141,77,51.778005
19.702552,71,52.291247
9.162528,97,52.351639
18.288366,66,52.391551
19.624132,90,52.443358
19.531262,91,52.50189
-20.319192,12,52.509732
19.503069,79,52.562178
18.848878,71,52.603444
-16.3981,28,52.618062
18.119322,83,52.658485
18.614831,119,52.722227
22.826675,135,52.800595
18.587138,68,52.845609
21.062962,108,53.319498
16.793223,132,53.393502
21.050679,73,53.429557
18.837694,60,53.458926
13.520255,61,53.489241
19.911698,74,53.525993
17.094245,60,53.55509
18.002601,58,53.583133
19.62352,88,53.624281
19.089255,67,53.659664
19.258873,84,53.706714
-17.033802,27,53.722786
20.169085,122,53.792017
18.991193,73,54.253308
20.418224,73,54.299638
17.572112,42,54.320549
17.682173,61,54.359346
18.956594,71,54.404853
20.001111,73,54.447061
-17.475721,130,54.510073
19.353818,59,54.541104
17.227032,60,54.570343
17.833529,73,54.608215
20.10504,87,54.657567
17.138357,90,54.710541
17.733362,104,54.76849
17.306367,66,54.803558
19.874427,71,55.29863
17.687452,74,55.351402
17.249957,57,55.385106
19.390166,151,55.479115
19.34896,90,55.535073
20.754749,86,55.591701
21.38981,97,55.656619
20.966466,80,55.705972
18.566446,93,55.753178
21.103488,85,55.803429
20.074232,85,55.852667
18.902455,72,55.889524
19.420771,61,56.35909
18.498781,74,56.405999
18.735767,61,56.441521
18.897875,131,56.51735
16.993367,84,56.569326
20.489534,91,56.623604
-18.282883,19,56.634186
20.951001,76,56.678714
14.475758,49,56.707165
13.872923,67,56.744868
20.062601,61,56.780123
20.629549,79,56.823886
18.556933,58,56.854964
15.066807,68,56.895356
21.269396,75,57.363728
17.956479,67,57.397684
17.485033,44,57.419236
18.558935,149,57.49683
18.787503,69,57.53335
18.678726,49,57.558597
17.09267,56,57.588975
17.746662,43,57.610707
11.690414,43,57.63445
18.370016,82,57.685503
18.483429,67,57.721474
18.613243,74,57.763604
19.994225,74,57.801643
17.745204,62,57.839251
17.933682,54,57.875239
19.865963,85,58.414675
18.375147,70,58.45744
19.107955,78,58.496791
19.256872,71,58.535352
20.589283,79,58.580804
18.20055,48,58.605778
17.76192,64,58.648655
17.822646,71,58.697014
20.705319,95,58.756367
18.422307,63,58.799179
-17.252024,16,58.809826
20.164751,134,58.88771
17.711315,66,58.926974
17.822434,49,58.954396
21.190321,82,58.995174
18.606136,62,59.475906
20.433648,78,59.534053
20.220644,74,59.580007
17.739673,75,59.632082
17.145584,60,59.669358
18.437606,65,59.716844
17.268689,48,59.75639
21.005109,77,59.816606
18.675195,51,59.851317
18.849434,81,59.901233
4.215658,200,60.01587
17.35374,68,60.057957
18.786566,71,60.098562
22.286538,86,60.623395
21.384118,74,60.668538
18.562292,78,60.718923
18.149038,60,60.758132
19.707144,74,60.805686
15.722457,57,60.840897
20.301044,123,60.922704
-19.927414,23,60.940187
17.181221,67,60.977857
19.709724,83,61.023233
18.201028,42,61.048649
18.90434,72,61.097734
20.507511,82,61.151355
-15.654001,1,61.152301
16.896884,64,61.192219
-16.191619,22,61.208987
18.943832,64,61.672886
18.157927,67,61.711422
15.046794,54,61.74247
19.406783,81,61.78446
17.992858,52,61.810238
17.977648,65,61.841888
18.459317,67,61.878295
17.94888,80,61.92432
18.488805,63,61.960115
12.954492,73,61.997938
18.622327,100,62.048246
18.375876,69,62.086173
17.090766,61,62.121399
14.075306,65,62.154795
18.4175,47,62.182356
18.107906,67,62.220018
22.550306,77,62.645897
21.165439,77,62.685227
18.57257,61,62.715511
19.026311,62,62.746963
20.673429,72,62.781592
-8.998058,26,62.794116
19.544012,54,62.820219
17.729979,102,62.871463
21.249422,60,62.900549
18.532035,73,62.938143
18.580586,61,62.967907
18.61424,63,63.000543
21.328312,120,63.071686
19.279859,74,63.110032
19.946729,80,63.54182
18.399315,56,63.569138
18.315462,53,63.595235
22.05648,69,63.627861
19.626607,71,63.661853
19.433236,70,63.698595
19.209233,70,63.733295
17.256076,38,63.752553
21.87219,83,63.792953
18.748813,69,63.825904
19.247233,73,63.860561
17.414077,68,63.895251
20.009462,70,63.931114
18.999675,62,63.962775
21.125187,137,64.033165
20.631383,67,64.558415
20.673188,73,64.62299
18.350536,43,64.656868
17.45049,63,64.699923
18.095734,71,64.767156
17.485019,44,64.799726
17.606105,39,64.83355
18.448312,59,64.886925
18.263792,70,64.947702
22.45206,69,65.002905
18.626439,66,65.065344
17.518879,44,65.103149
20.397041,81,65.168003
17.375181,72,65.234271
18.337371,70,65.29874
18.658363,63,65.35866
18.538195,80,66.039991
17.356585,47,66.087143
18.550211,60,66.142629
17.300838,67,66.200971
21.247516,75,66.253904
19.864268,77,66.314564
18.143178,63,66.359883
-15.126034,34,66.389357
20.283874,77,66.453636
20.833791,82,66.519987
16.612258,63,66.574522
1.26027,200,66.716226
18.812708,48,66.753162
18.398724,56,66.784496
21.612581,72,67.268427
17.923816,56,67.299317
-17.117399,27,67.318322
19.887317,79,67.370487
18.071872,48,67.401393
20.324083,71,67.443949
18.107146,55,67.472323
19.350917,65,67.505388
17.317269,45,67.528602
19.289524,70,67.564619
19.651253,66,67.601506
20.690788,67,67.638541
18.239364,106,67.703821
18.712406,70,67.748028
23.281914,76,67.792602
18.010872,56,67.824507
17.689634,80,68.38609
18.399323,60,68.425025
20.616893,75,68.475
16.949554,80,68.529429
19.497302,65,68.571916
20.392074,59,68.612534
20.715143,77,68.660101
19.454024,60,68.701219
18.192907,64,68.739703
19.980305,71,68.789808
21.057277,63,68.835329
19.146516,49,68.870391
20.596039,78,68.932478
21.6776,93,69.007893
22.273431,70,69.060371
19.246005,75,69.62212
17.706421,47,69.654475
18.400761,59,69.690614
16.476193,52,69.722038
17.923818,63,69.765398
-16.45038,14,69.774395
-8.699753,42,69.800403
19.820532,78,69.85003
18.527569,69,69.896802
21.375256,65,69.938417
-19.101671,22,69.953235
17.893308,54,69.989279
-15.673462,30,70.008555
17.752265,43,70.039081
17.733547,50,70.076412
20.342058,66,70.12602
18.813151,66,70.176275
18.680191,73,70.234419
16.51911,63,70.281891
21.636584,70,70.827173
17.661296,63,70.863302
18.130506,49,70.893839
17.653043,61,70.934084
-17.205699,21,70.948838
21.266369,75,71.004572
18.974786,53,71.042811
20.256975,77,71.108023
20.036287,66,71.165482
20.528253,73,71.223985
21.050369,71,71.27973
-9.414742,23,71.298178
-8.562983,35,71.325483
20.412544,64,71.370079
18.152358,41,71.40049
16.768039,82,71.465539
-8.809152,30,71.48265
19.926914,71,72.043561
18.858032,68,72.098241
20.24808,103,72.190373
18.306475,71,72.243439
18.64929,63,72.286866
17.638094,65,72.33339
-16.846008,36,72.355978
18.560864,64,72.401344
19.619957,52,72.443614
15.85609,66,72.498136
19.862311,62,72.553392
18.445832,54,72.592509
18.379835,76,72.643073
17.436337,47,72.683099
19.521598,74,72.738117
17.384499,113,72.857913
19.910844,46,73.430167
18.065317,50,73.466124
11.436376,77,73.52186
17.221288,53,73.55981
12.59297,63,73.606982
18.24067,49,73.639618
-9.35609,21,73.65447
17.866288,51,73.693069
18.75202,65,73.739594
18.149626,65,73.797475
18.049711,47,73.836469
23.192189,74,73.897508
18.997423,81,73.967374
21.916884,71,74.013717
21.38061,65,74.057945
20.805432,56,74.09408
20.615725,74,74.143549
17.1187,48,74.688815
22.107625,73,74.733049
21.968189,73,74.783582
17.980861,52,74.819879
19.280739,153,74.93885
-9.605921,19,74.955599
19.929701,66,75.011347
19.05125,45,75.04086
13.680485,57,75.08178
11.284497,68,75.136318
14.94842,58,75.177227
20.253272,60,75.23042
18.189446,49,75.273154
21.108934,84,75.33883
19.64603,64,75.390981
21.686097,81,76.031891
-19.050308,10,76.038991
13.251619,45,76.076584
16.337706,65,76.161075
19.852027,59,76.209141
21.969465,58,76.253408
21.769844,82,76.3168
19.64149,66,76.363466
22.026346,71,76.416544
21.21984,68,76.474303
17.989242,42,76.50851
20.044166,82,76.580232
20.879964,70,76.642543
16.950784,61,76.692069
18.35513,42,76.727528
18.37654,60,76.775701
19.527362,51,76.813651
20.2331,52,76.848086
19.982221,63,77.529474
20.204545,68,77.602015
18.244514,69,77.678608
21.19023,62,77.753618
20.347683,66,77.816271
18.74215,56,77.854648
18.305405,46,77.886667
-16.604587,36,77.913386
19.35345,69,77.959474
18.146815,55,78.000133
17.575989,59,78.04158
17.725984,53,78.085721
19.920812,72,78.141115
18.610898,52,78.188729
20.031759,72,78.239161
17.503598,38,78.27218
17.746815,41,78.306848
21.62953,59,78.355717
