#{"t_start": 1787653109.7487957, "env_id": "None"}
r,l,t
19.926838,74,47.611408
18.590361,76,47.653215
18.051504,87,47.696897
17.516562,63,47.729895
17.821935,93,48.178529
20.642545,83,48.21933
5.839666,200,48.327091
17.866513,94,48.376912
13.785736,77,48.415698
21.980486,105,48.475208
17.575446,78,48.516055
17.680625,62,48.548023
18.112824,150,48.635424
19.808922,74,48.671897
19.283428,111,49.16342
-8.876324,37,49.182585
18.423414,63,49.217463
19.534719,80,49.256896
17.040641,92,49.30373
17.639289,88,49.351214
18.423767,71,49.388995
17.095085,62,49.421751
18.29096,76,49.463928
18.899893,77,49.503368
20.438071,75,49.543392
19.535807,82,49.587814
17.408012,67,49.623413
19.388946,77,49.663306
19.349849,83,50.107584
18.702538,162,50.226753
20.125832,80,50.278273
19.482296,74,50.321013
4.127361,200,50.45436
-8.79781,38,50.479227
14.944617,65,50.5182
17.502068,67,50.554463
17.814985,71,50.602338
21.11919,156,50.692285
16.939168,84,50.742457
13.675141,76,51.213427
17.867502,80,51.253893
17.810504,132,51.325899
18.449633,64,51.359517
17.467431,50,51.384671
17.560953,66,51.423541
19.433273,70,51.470414
17.285367,58,51.511148
19.777288,93,51.572456
20.316578,77,51.633868
17.227705,88,51.698726
17.956749,74,51.746217
17.395681,59,51.7799
11.729019,84,52.301261
20.154582,98,52.361958
18.967131,74,52.406162
-15.653025,1,52.406815
20.09689,87,52.457365
18.015236,70,52.503835
18.908497,69,52.54875
18.115348,171,52.643746
19.48477,83,52.686399
20.61293,76,52.727074
17.518247,53,52.756258
20.551803,74,52.804288
19.316975,74,52.850488
19.392966,66,53.297064
19.87814,86,53.348807
19.480643,69,53.387509
18.493891,77,53.425895
19.079191,95,53.472778
17.530008,47,53.496821
19.266684,80,53.535858
17.703313,83,53.575429
19.482362,146,53.645466
18.742407,59,53.677455
-18.560971,8,53.681602
14.78645,53,53.714578
18.981201,65,53.752806
11.523718,72,53.791888
18.616158,73,54.253248
17.924494,49,54.283102
-16.593135,19,54.296921
17.767733,61,54.328827
11.441316,83,54.381424
18.493468,70,54.425143
-17.713513,33,54.444342
20.982075,86,54.486258
19.622695,170,54.571292
17.193691,77,54.611274
20.057704,67,54.647943
19.74062,86,54.699505
18.024882,56,54.732229
19.445506,117,54.795254
20.587442,83,55.296748
17.346953,50,55.33408
18.850256,64,55.373797
18.051564,134,55.456069
17.26741,56,55.491374
-9.470606,28,55.508098
20.45083,82,55.557153
17.934823,61,55.599505
17.601102,53,55.637933
-15.70747,1,55.638644
17.708488,80,55.688303
19.695048,83,55.733608
18.318303,71,55.76983
19.048167,70,55.815238
-16.473242,31,55.832234
19.713269,66,55.867653
18.313687,84,56.347597
11.649477,63,56.387476
21.893743,74,56.432223
19.255039,68,56.473502
19.566551,84,56.519915
17.281536,52,56.553835
18.07945,90,56.602727
19.754657,74,56.651144
21.217049,69,56.68902
19.329002,64,56.724358
19.875443,59,56.759008
18.507763,63,56.79503
17.324952,82,56.839622
-16.922974,23,56.85166
17.472446,64,56.888412
18.083303,90,57.36675
18.546496,60,57.396957
18.022747,75,57.433748
23.165983,91,57.480027
-16.628281,27,57.495914
18.523456,70,57.533262
17.294139,63,57.566373
17.233592,60,57.598308
18.290316,83,57.644046
19.060262,90,57.696802
19.649,63,57.731682
19.580656,78,57.775905
21.20244,89,57.824223
18.059601,48,57.856672
19.75358,69,57.897159
20.344051,82,58.432784
19.903415,81,58.480859
18.793101,62,58.514232
20.695119,91,58.56437
18.891503,74,58.604311
15.287203,65,58.647693
18.430067,63,58.690991
19.333108,61,58.728254
17.112119,52,58.761178
15.196423,69,58.80884
18.185812,57,58.843284
18.147085,60,58.878004
21.083372,91,58.932038
17.763535,71,58.968888
13.796088,55,58.996093
20.000428,73,59.483334
20.5213,84,59.548233
-16.927139,29,59.564727
18.785731,68,59.608379
17.543662,60,59.649417
19.60328,64,59.689534
19.032824,56,59.734491
19.207448,80,59.800867
21.353653,75,59.852063
18.366038,83,59.903158
18.913175,77,59.949537
20.515603,73,59.991485
20.07246,85,60.038295
20.746471,70,60.081922
18.690114,48,60.106856
10.784794,68,60.622498
19.043656,69,60.664304
18.123012,61,60.705106
17.336444,62,60.742251
19.577958,70,60.791096
19.788452,87,60.84393
21.835202,98,60.908847
19.596393,66,60.952632
18.061858,56,60.984658
20.15025,118,61.051534
17.438815,63,61.095055
18.65532,82,61.146528
17.489517,78,61.197895
20.499519,105,61.688799
18.339228,52,61.718049
20.04982,128,61.787306
18.555116,62,61.818012
18.382865,71,61.854317
-9.046639,31,61.870195
18.293644,66,61.907171
21.076169,66,61.946464
19.410237,77,61.986186
18.891737,57,62.016694
19.297356,73,62.052527
19.097099,58,62.083879
17.546811,96,62.138287
19.996048,65,62.175124
18.743419,57,62.207113
14.863708,64,62.627747
19.707949,68,62.66066
17.020556,63,62.693697
19.834047,82,62.734831
19.043112,63,62.765476
20.447483,81,62.804656
19.038172,73,62.839787
19.553016,65,62.873393
17.925098,54,62.899174
10.396985,58,62.929431
20.808385,190,63.034492
18.044781,58,63.064839
17.835649,79,63.10586
21.20225,82,63.538535
18.089251,64,63.570053
20.886222,78,63.608027
19.853416,75,63.643171
19.591754,59,63.671985
20.198501,80,63.713542
18.11682,69,63.748387
17.24765,77,63.785788
18.220848,61,63.814915
18.980908,75,63.850637
17.886543,57,63.878531
17.726787,52,63.905238
17.770706,71,63.9424
20.518666,59,63.971664
20.475073,70,64.008254
19.543317,64,64.518999
20.315958,78,64.579595
17.864532,50,64.628612
19.689428,66,64.67318
19.213157,65,64.73628
17.663195,45,64.770813
17.527503,63,64.817389
19.079226,61,64.876081
17.952175,57,64.920853
18.849902,55,64.967932
19.489332,63,65.020767
17.213147,54,65.075621
14.880995,48,65.114252
18.65259,62,65.163293
18.343996,49,65.211169
17.938651,58,65.258803
21.512269,65,65.319632
18.445637,55,65.375445
18.83346,85,66.059592
19.54598,76,66.134261
20.563436,84,66.207853
19.009848,65,66.251275
18.164902,58,66.294677
19.595059,72,66.349756
19.964429,73,66.408001
-19.428179,10,66.414511
16.586086,76,66.483421
19.793344,81,66.550639
18.743719,53,66.591501
20.668756,79,66.647151
17.899613,41,66.675858
20.18879,74,66.730995
18.158862,71,66.776246
20.945724,73,67.260612
18.742633,43,67.283844
18.641124,46,67.313043
20.00339,65,67.354925
17.818103,50,67.387701
20.299604,63,67.426536
18.870398,76,67.468434
19.235877,66,67.502148
18.769981,63,67.534464
17.698412,52,67.561081
20.043728,79,67.60502
20.130195,65,67.641351
17.48874,51,67.674301
18.400423,49,67.702869
18.531105,57,67.737984
-17.503086,35,67.761754
17.607428,34,67.781054
17.897056,56,67.812854
18.96775,71,68.364656
19.030591,60,68.405254
10.50679,65,68.446461
22.2498,78,68.501887
21.240535,69,68.545449
18.894361,66,68.591053
20.711258,63,68.63341
20.162255,77,68.680443
20.811665,75,68.729662
13.286691,68,68.775699
18.101248,51,68.811975
18.202297,52,68.846981
17.841653,62,68.894605
17.289214,51,68.936015
21.77853,82,69.003335
18.893117,67,69.055929
20.449964,66,69.612122
4.516364,200,69.742317
17.936387,65,69.781331
20.125892,67,69.823833
17.341913,78,69.875624
20.248673,67,69.91918
20.436186,78,69.973222
21.734213,85,70.027427
18.567337,49,70.062441
-7.434367,57,70.10726
20.438622,82,70.169599
18.565837,59,70.21409
18.998776,57,70.258738
19.644317,55,70.797246
18.903145,55,70.833096
16.031109,55,70.864988
17.891587,60,70.902652
20.299542,82,70.959776
18.59173,70,71.012173
20.481448,69,71.061272
18.946816,68,71.125727
18.140646,42,71.159853
16.835607,50,71.199937
17.898759,55,71.239843
10.856397,94,71.317304
18.14442,64,71.362696
18.835438,82,71.427956
17.231963,37,71.455524
18.037332,68,71.50036
20.25743,67,72.058339
18.720042,63,72.114257
19.41318,51,72.158021
16.860556,79,72.224005
19.374608,72,72.274465
18.739479,55,72.313177
19.352992,119,72.393704
18.759636,61,72.439236
21.402129,62,72.492832
19.456959,64,72.548747
19.068979,66,72.597833
20.042874,76,72.648418
9.612495,59,72.696139
19.312563,127,72.824131
20.120468,70,73.414947
18.589735,66,73.465237
21.301125,74,73.518704
19.394116,64,73.56393
18.629005,53,73.60517
21.469041,62,73.647206
17.480343,72,73.698961
13.838009,64,73.75071
17.691085,57,73.798122
17.790101,114,73.892869
18.693013,48,73.936144
18.387511,74,73.992642
18.133586,63,74.030913
20.416752,62,74.075222
10.854621,56,74.113748
18.546291,66,74.15432
20.682711,62,74.708125
20.461095,67,74.748716
19.571499,77,74.804155
20.709963,78,74.860358
18.003028,47,74.898961
14.962783,48,74.936055
21.169349,63,74.99107
20.639732,72,75.041841
18.023677,57,75.083613
17.849093,53,75.125155
-9.578655,23,75.141273
18.716336,73,75.198423
18.20261,73,75.258953
20.309919,53,75.307204
18.767963,46,75.341775
22.229762,71,75.39715
18.133053,46,75.435259
20.660528,62,76.061203
17.312419,43,76.10793
15.159809,51,76.174263
18.256577,58,76.217255
18.751837,56,76.258367
17.384772,40,76.289173
18.497552,60,76.335268
22.502301,75,76.391171
17.423222,45,76.422926
18.642441,52,76.468046
23.240326,81,76.53764
19.600069,111,76.636764
17.982132,58,76.679325
19.595263,59,76.733401
18.973142,78,76.791191
10.264729,59,76.834009
19.664891,55,76.878131
20.418416,67,77.567782
18.084032,57,77.629016
17.942552,39,77.675892
18.164885,62,77.749006
-15.696923,1,77.750918
22.196843,117,77.849529
18.886194,65,77.895431
22.25179,69,77.945464
20.487679,68,77.993841
19.633888,52,78.030502
20.125967,56,78.075361
20.379764,59,78.115977
19.732233,64,78.17335
17.588229,57,78.216288
-16.383235,27,78.236626
19.760676,65,78.29159
20.59491,70,78.350733
