#{"t_start": 1787654605.559379, "env_id": "None"}
r,l,t
-13.306866,68,179.455878
-34.795655,172,179.981308
12.949288,75,180.034047
-10.835199,200,180.18359
-9.50489,200,180.326936
-11.501688,33,180.351739
17.066712,78,180.407422
1.644868,200,180.53988
20.774178,73,180.586239
18.964534,175,181.171887
-7.577435,200,181.29701
20.097179,71,181.341539
19.027372,69,181.387398
-0.229079,200,181.507182
-8.605107,200,181.643735
18.477798,76,181.709224
19.351915,77,182.16623
19.206652,117,182.236727
-5.01068,200,182.358836
18.394541,121,182.432357
18.599376,65,182.470364
4.289302,200,182.603199
-1.151836,200,182.731537
-33.015478,200,183.267861
20.432075,123,183.343355
18.159005,81,183.391127
20.552744,123,183.462528
16.183708,133,183.537779
4.08095,200,183.655663
17.331332,75,183.700655
20.243527,94,183.754357
10.208228,93,184.205221
0.61604,200,184.322253
-11.972903,75,184.367031
19.142567,69,184.412022
20.397072,55,184.450069
18.867278,87,184.508849
20.224988,61,184.551341
3.295664,200,184.676806
18.090885,78,184.726303
-22.112258,200,185.285198
-9.410307,69,185.327197
-0.823958,83,185.377769
-24.033869,110,185.441816
-7.583946,200,185.559404
18.757819,114,185.630472
15.224215,101,185.696189
18.67576,94,185.765967
20.339224,80,185.820233
20.699881,89,185.877816
16.803677,92,186.33413
18.376037,172,186.451142
-23.043664,136,186.545578
0.980895,200,186.666672
17.714487,177,186.77615
-11.158844,89,186.830533
14.805593,59,186.867159
12.364946,44,186.896219
0.566797,200,187.419551
17.74215,89,187.470891
19.245006,139,187.552146
-4.533935,200,187.66749
5.730911,60,187.705348
17.864947,61,187.740744
18.972912,50,187.771278
-7.097216,47,187.799202
0.786029,200,187.916027
18.757898,114,188.382538
18.4531,60,188.423361
2.576008,200,188.550068
-1.44903,200,188.66801
18.127998,70,188.712632
-20.416284,200,188.836849
20.276989,187,188.965342
3.168414,200,189.503094
-15.683721,113,189.602011
21.434883,89,189.657467
-1.396154,200,189.780107
20.461007,55,189.81266
18.043186,37,189.836949
15.334044,47,189.866075
20.184958,66,189.903899
-18.762925,200,190.022037
18.907104,110,190.090482
20.319076,130,190.581089
21.497512,92,190.636984
18.432612,40,190.661163
11.576886,55,190.69406
16.924747,98,190.758628
19.19805,166,190.863221
16.694482,93,190.920816
-0.026775,200,191.053199
17.451457,81,191.105013
20.993692,60,191.142839
17.790475,78,191.576028
18.934827,107,191.641171
18.217467,55,191.673444
-30.408571,200,191.791055
21.258841,61,191.825524
17.987063,68,191.864749
19.03403,80,191.911519
-44.765317,200,192.032184
-12.789607,62,192.069118
19.902066,71,192.111297
0.719805,200,192.636986
-9.731976,36,192.657916
-10.177046,45,192.684874
18.137846,94,192.741449
20.368232,84,192.794554
20.806098,70,192.838438
19.698336,138,192.933376
18.557032,52,192.966197
15.975781,63,193.002849
12.11065,81,193.050865
17.312612,86,193.100593
19.93494,76,193.149476
16.973618,69,193.599482
1.391951,200,193.722728
19.25426,191,193.849296
17.344549,125,193.92926
17.443663,112,193.999233
20.532489,81,194.047465
19.975449,82,194.095485
-6.799296,200,194.210759
19.560444,130,194.67432
19.265011,71,194.715952
19.472213,137,194.797484
20.73624,72,194.839092
17.254431,38,194.860962
21.755907,77,194.907566
-17.806025,77,194.955048
18.286552,59,194.990882
17.982612,94,195.046368
18.747026,76,195.091375
-10.142491,83,195.13995
17.268844,125,195.209911
-10.523449,104,195.681455
-14.834862,200,195.802615
4.782192,70,195.844557
20.432347,67,195.883624
22.231133,96,195.941142
20.102786,95,196.000578
19.846163,82,196.057884
20.447341,84,196.111049
17.300089,43,196.13593
20.178808,88,196.187369
-0.55464,52,196.224117
-11.504908,26,196.239914
-3.123648,200,196.746691
18.424525,61,196.782015
-0.613373,200,196.898687
16.066449,37,196.920271
-1.660034,200,197.048376
1.351387,200,197.168248
-10.727595,28,197.185987
19.010017,86,197.236141
-5.922197,200,197.765475
-9.833933,154,197.857793
2.026921,200,197.976653
18.485342,100,198.036635
-40.17966,200,198.159267
-25.1441,200,198.279289
-2.757728,200,198.792226
9.675651,125,198.866482
1.680342,200,198.983678
-17.135002,1,198.984727
16.169677,81,199.032217
19.064183,76,199.076615
16.617844,96,199.133972
-2.494433,200,199.252956
20.000747,91,199.698201
21.005084,168,199.796679
21.287976,79,199.841401
17.802349,83,199.889578
21.299806,92,199.942026
0.624932,200,200.056151
-37.419508,200,200.169634
17.606143,114,200.234732
19.465216,71,200.668225
-1.108168,200,200.798391
20.523729,75,200.84762
18.8117,65,200.885453
2.854993,200,200.999746
16.516489,150,201.085747
-10.217782,43,201.111955
19.085185,57,201.145736
18.71056,134,201.23233
-30.741342,74,201.663021
18.759445,64,201.699726
-1.304777,200,201.816285
18.330563,62,201.851162
17.396879,79,201.895099
18.378504,174,201.99426
18.468576,41,202.016639
18.252976,50,202.044355
18.866837,161,202.133451
18.560665,119,202.206565
-2.263436,200,202.700954
18.583657,174,202.801501
19.44162,86,202.852376
18.087163,78,202.89736
18.333416,61,202.933205
1.910904,60,202.970221
18.710065,74,203.020554
17.566,107,203.083139
19.386738,128,203.161552
17.529071,32,203.182184
21.066944,89,203.239657
20.232569,91,203.705436
17.438198,119,203.786519
14.353474,121,203.860369
17.835926,84,203.911536
18.147657,143,203.994097
18.228646,47,204.021344
-9.04669,29,204.03883
-0.3991,200,204.161013
20.558739,83,204.209719
19.493342,59,204.24399
2.77566,200,204.765528
18.100304,110,204.84228
19.436198,65,204.889202
20.692667,66,204.936346
4.510199,200,205.068773
-1.948895,200,205.196645
17.276706,81,205.24544
17.726406,84,205.297532
20.757396,70,205.34321
20.876363,102,205.828125
-12.629489,43,205.854027
18.045593,144,205.942827
5.124207,200,206.065612
19.004425,141,206.15013
17.192502,108,206.21444
2.601574,200,206.332262
18.608348,92,206.785725
18.623381,50,206.814807
20.437654,76,206.860222
17.432093,170,206.959774
19.60729,65,206.995802
20.607976,56,207.026272
19.300151,137,207.104034
20.203857,103,207.163131
17.982843,72,207.204282
19.288713,90,207.255836
13.807385,59,207.289232
18.834533,161,207.76299
-35.129805,200,207.882252
-31.655501,60,207.916387
18.815813,94,207.971141
11.767282,73,208.013267
17.936947,113,208.080273
18.727631,67,208.118659
22.021945,76,208.163753
17.336381,111,208.231076
-9.804483,148,208.321899
8.738781,94,208.821445
19.354454,64,208.871941
18.369878,161,208.985423
19.92305,98,209.049061
17.938431,87,209.11398
20.184714,65,209.157182
2.349114,200,209.281942
18.556419,88,209.341835
16.91189,194,209.483069
20.355687,121,209.962512
18.61107,74,210.006033
19.37811,81,210.055542
20.590507,65,210.093478
3.66385,200,210.211147
19.169362,57,210.24455
18.607368,83,210.293484
19.675335,73,210.337683
-6.759474,98,210.396798
19.109414,71,210.438289
3.253851,200,210.951817
21.826838,75,211.003275
20.263519,125,211.086603
-21.870284,105,211.160474
18.352108,70,211.207467
17.650536,52,211.249969
17.664082,102,211.336393
17.814647,77,211.402735
11.391998,146,211.514405
20.290273,86,211.574179
17.960651,76,211.625894
20.955424,77,212.20887
22.16616,90,212.27962
7.026138,76,212.334775
18.947717,56,212.368668
19.495878,65,212.408853
-9.219266,113,212.479799
1.247462,200,212.610954
22.636524,66,212.656754
19.087313,64,212.702957
19.217974,50,212.744002
17.507753,71,212.807214
18.241128,78,212.870965
18.628876,95,213.341356
-1.978858,93,213.399264
2.556399,200,213.520257
18.668133,87,213.571082
19.638021,100,213.629336
19.083087,62,213.665512
19.893609,64,213.7015
21.446141,70,213.747275
-18.044781,159,213.858835
1.433773,200,214.386649
15.047643,57,214.423182
18.266078,46,214.45522
17.048205,72,214.508101
19.432535,70,214.552919
-31.928999,200,214.676664
16.686871,82,214.727949
18.372585,94,214.784997
20.025935,57,214.823404
0.142,200,214.946666
-8.227479,200,215.511928
18.651524,76,215.566135
0.831826,200,215.697847
20.127788,97,215.765183
-33.725889,23,215.780293
16.890142,102,215.84819
20.065183,151,215.940663
19.889001,97,216.001263
21.251995,53,216.034619
-0.742757,200,216.546461
2.948239,200,216.679152
19.882413,116,216.754861
15.478368,49,216.783935
20.667128,65,216.82634
-5.807093,200,216.950145
-25.977863,29,216.967733
15.665081,71,217.009383
-10.816023,36,217.030566
9.529611,79,217.081553
7.427587,72,217.128666
18.808981,46,217.56578
17.963788,78,217.61161
19.489503,95,217.66862
17.612683,53,217.702597
19.006215,56,217.738883
18.798411,55,217.775614
10.910086,102,217.843724
18.498147,55,217.878284
-6.913085,69,217.91917
3.006501,200,218.042457
-7.231147,54,218.077605
19.662409,70,218.124645
18.28179,61,218.163356
18.955558,103,218.654185
3.1763,200,218.778287
15.39758,57,218.816356
19.049627,83,218.868938
13.484242,71,218.912072
15.250554,68,218.951917
4.568459,200,219.076599
16.948578,69,219.121464
-7.638216,147,219.223091
-10.292263,28,219.242493
17.651802,91,219.703082
20.391545,79,219.758151
19.602626,104,219.83392
18.988365,78,219.88907
-7.504294,200,220.011775
15.252919,57,220.045084
10.880534,87,220.095001
21.354581,70,220.14366
3.092619,58,220.185158
20.341281,71,220.237947
15.893545,89,220.303994
19.200473,72,220.357794
21.346289,68,220.812226
1.38762,173,220.924235
19.72949,108,220.985035
-8.830274,79,221.032276
-10.131734,34,221.052155
18.799491,88,221.104346
18.559528,56,221.137165
17.809161,79,221.182453
19.505112,71,221.225221
16.969944,49,221.253869
19.337032,62,221.291164
17.753145,58,221.32655
13.397155,78,221.371589
20.342982,62,221.796318
3.1462,200,221.918086
20.964463,83,221.965935
21.218043,76,222.010134
20.823763,90,222.062559
19.577838,55,222.095377
20.385325,70,222.13586
3.393996,50,222.164526
19.799603,78,222.213014
-17.11767,1,222.214004
-57.694142,200,222.333494
19.50359,66,222.372137
20.124617,106,222.81565
7.737885,62,222.853148
17.811571,54,222.885329
21.769433,57,222.918415
19.380843,71,222.960033
17.753951,72,223.001566
18.810555,118,223.074392
18.040763,89,223.125658
19.421751,81,223.172218
19.475657,85,223.221394
16.906333,66,223.262914
17.108306,114,223.327879
19.949317,103,223.774067
19.897848,89,223.83281
19.560099,59,223.866169
18.139742,65,223.903339
18.212194,82,223.956989
19.575795,160,224.050548
3.504897,200,224.175856
18.9444,71,224.219968
19.306563,76,224.263548
17.410947,65,224.302929
17.489181,59,224.337525
19.864932,69,224.37884
18.889389,64,224.827548
-1.395438,50,224.862828
-16.947346,54,224.900232
23.09627,83,224.951512
20.589239,52,224.985856
19.76353,72,225.034534
1.744823,200,225.16217
21.043781,66,225.204081
20.045781,78,225.254223
21.655826,80,225.303292
19.491761,65,225.341811
-17.720181,1,225.342767
17.882916,52,225.376587
-79.546427,200,225.910168
17.799547,79,225.957344
-44.235317,55,225.991295
-11.536026,54,226.024504
21.145744,87,226.083209
17.319701,143,226.174577
18.838191,67,226.217443
20.23964,57,226.259182
-11.472305,56,226.301429
18.948783,89,226.355836
22.205274,66,226.396354
18.802008,50,226.426763
17.976956,80,226.476861
18.888025,64,226.51826
10.474484,63,226.961498
21.180138,82,227.01598
19.160295,85,227.077915
9.810022,61,227.124993
17.170042,106,227.202123
19.202401,83,227.254451
16.428303,57,227.289885
-10.463825,30,227.308514
17.685424,59,227.346426
19.414513,76,227.393065
19.816221,103,227.463776
19.836816,79,227.525078
19.067891,76,227.579558
3.530468,200,228.155403
18.400368,74,228.206825
19.039089,80,228.260627
18.204481,139,228.374767
18.72944,84,228.44741
20.097264,75,228.504216
-3.91528,41,228.537729
19.661487,79,228.59778
18.773818,54,228.635133
18.431319,63,228.691901
19.477055,57,228.731828
20.385985,82,228.790082
17.664387,94,229.286521
20.419022,70,229.334075
17.37097,78,229.383298
18.973022,65,229.430683
-24.655486,30,229.45466
20.839328,80,229.510799
20.204818,77,229.56097
19.927564,67,229.600076
21.66655,80,229.647978
-11.598165,172,229.747574
21.154598,73,229.791614
17.638063,59,229.826491
17.394274,70,229.876099
17.541344,78,230.372253
10.640856,74,230.422528
-16.138303,200,230.5575
17.676745,76,230.61237
-23.892824,84,230.667316
19.500252,114,230.736013
19.822891,92,230.795162
16.953995,90,230.850936
3.444178,200,230.977422
-5.143517,93,231.458231
19.909742,86,231.51986
18.563827,107,231.58298
21.412195,63,231.61869
13.280505,54,231.650301
1.925213,78,231.697299
21.155433,80,231.745519
18.125197,105,231.810203
13.806864,37,231.83138
15.004865,71,231.873888
19.058363,57,231.91579
19.114393,70,231.961675
20.339824,72,232.009657
-16.7752,1,232.010395
18.777708,76,232.06033
18.777628,109,232.534789
-16.744874,63,232.577013
19.304758,77,232.632998
-11.135429,37,232.659066
17.120481,84,232.713855
-9.52398,43,232.745062
21.512458,109,232.817633
20.707053,55,232.855897
19.335746,82,232.921946
21.95872,76,232.971151
17.53779,60,233.022332
20.977369,76,233.096834
-11.246219,200,233.271126
21.054842,71,233.791142
19.782783,81,233.847892
19.193973,77,233.902642
19.162436,64,233.949362
18.028898,71,233.999873
18.749244,74,234.055275
-7.369839,200,234.208115
20.514202,81,234.271902
18.503736,51,234.309134
20.228217,74,234.359385
20.146232,71,234.403931
19.093744,53,234.434858
18.832916,77,234.908964
20.405089,80,234.9569
17.770044,131,235.046515
18.158678,74,235.092651
15.838334,47,235.125485
20.736272,113,235.19719
18.507297,59,235.236292
14.731286,64,235.282504
21.041267,84,235.33602
19.478058,79,235.388261
-8.640286,200,235.510291
18.881172,52,235.541036
17.205966,53,235.959405
20.105331,70,236.002035
20.987297,71,236.047262
-5.015733,75,236.089908
0.832006,200,236.223688
20.976365,60,236.269913
19.124471,62,236.310636
19.630901,75,236.365551
10.61926,42,236.392152
17.724671,63,236.439829
18.599846,81,236.495075
19.944556,61,236.536104
17.642325,98,236.625294
18.710099,60,237.11589
17.996004,58,237.152315
19.153612,88,237.213403
20.775908,80,237.271595
18.667021,87,237.330813
19.78251,80,237.383999
12.752155,84,237.435873
19.29052,68,237.483425
20.957504,76,237.541526
20.033536,86,237.600573
20.780887,70,237.645944
19.790667,82,237.700069
16.533997,60,237.743014
21.182287,67,237.804164
20.376249,85,238.316929
20.234547,66,238.359385
1.323589,66,238.399127
11.737977,80,238.448386
19.18566,83,238.500224
17.991327,70,238.552622
1.356701,53,238.58612
18.28428,53,238.617546
21.404942,73,238.673785
16.285189,163,238.786947
19.0952,79,238.837435
-17.865484,109,238.906012
18.65095,73,238.950203
12.152293,66,239.399608
8.341516,72,239.443625
-17.406168,1,239.444512
18.726327,67,239.486165
17.460158,61,239.522548
17.844784,74,239.572089
19.567185,74,239.619687
21.222304,84,239.671843
19.496908,91,239.739326
18.187122,76,239.786552
19.130942,58,239.825239
-9.409377,33,239.846835
20.045903,64,239.885765
19.197032,61,239.922145
18.484916,103,239.982474
-10.425351,43,240.396073
19.737669,61,240.434869
19.278502,69,240.475766
18.673339,52,240.508209
17.232262,104,240.575744
19.956814,80,240.624213
17.911494,86,240.681004
-0.156399,200,240.812409
17.45659,75,240.861267
23.097297,87,240.917544
20.030006,75,240.963362
3.313564,63,241.00293
15.540073,59,241.039433
9.959829,44,241.520861
17.433114,68,241.580684
18.91777,90,241.655945
19.100133,57,241.697252
15.921295,66,241.738402
17.466046,62,241.779886
-40.880688,85,241.834911
19.695737,69,241.879546
-4.124814,44,241.911875
18.604246,68,241.954815
21.1453,66,241.995229
19.287316,46,242.026053
20.233694,63,242.069827
18.047191,76,242.120198
18.284505,57,242.165327
1.104671,200,242.715518
18.287603,71,242.76214
-5.797103,56,242.798378
20.329761,75,242.84587
19.638091,77,242.89674
20.697627,75,242.943191
19.522427,79,242.99616
-16.822618,1,242.99706
20.849776,76,243.051761
17.934422,48,243.08216
17.356078,72,243.127673
17.361662,64,243.167545
19.972544,59,243.202527
-26.547082,49,243.232883
-9.05264,44,243.260888
21.412369,110,243.880355
19.595596,65,243.935276
-0.09772,56,244.00128
11.609732,62,244.086113
18.125426,51,244.153011
21.152349,56,244.212055
18.240656,77,244.290955
19.957409,60,244.34201
18.084301,73,244.410851
15.122808,59,244.459582
17.757774,118,244.552085
15.076058,36,244.577042
18.057311,67,244.625251
-7.135541,57,244.682387
19.15289,57,244.741332
20.414075,114,245.537899
19.198683,93,245.600203
18.267357,99,245.674663
17.012881,87,245.738863
18.545511,73,245.791067
19.774902,70,245.844158
-6.71625,63,245.891915
21.128464,61,245.932129
19.585279,90,245.986842
19.680095,53,246.01997
21.40344,69,246.061622
18.727773,71,246.106124
20.776114,64,246.145769
-7.32036,63,246.184119
10.895814,75,246.65847
18.891829,72,246.704061
14.716124,45,246.733526
4.750089,65,246.781165
-6.411509,63,246.823977
20.353729,75,246.869422
8.855539,81,246.917911
14.696722,43,246.942238
18.042595,62,246.978755
18.244812,73,247.021393
-11.544166,45,247.047823
18.135985,91,247.101385
19.32959,84,247.153
-9.670835,38,247.174886
10.935281,64,247.211738
19.286302,65,247.249273
20.048229,79,247.684052
18.258245,80,247.7313
20.624664,52,247.764033
1.580128,200,247.888522
-7.206175,35,247.909897
19.947569,72,247.955933
17.207273,51,247.99083
20.989718,59,248.029393
18.814483,51,248.062819
20.201377,63,248.106896
18.451694,56,248.141771
19.9478,70,248.182037
16.697125,42,248.206216
17.775646,136,248.693087
17.303234,57,248.727129
17.525972,45,248.755881
20.349752,78,248.80149
19.988464,73,248.846208
17.644311,68,248.890195
19.840126,96,248.95344
-18.302697,66,249.000222
3.624986,40,249.024324
-7.674977,43,249.055545
16.698094,43,249.082559
-38.347723,75,249.143096
-11.042123,26,249.162299
-11.499386,23,249.179881
20.033046,79,249.235603
20.275305,64,249.276805
20.70757,69,249.317943
8.291951,72,249.87319
18.699757,55,249.91344
6.906925,39,249.942328
20.634673,60,249.982187
-20.428557,34,250.014492
-10.959289,33,250.050739
21.079468,62,250.10378
0.37851,200,250.249614
-17.126526,1,250.250545
19.932311,79,250.299361
20.330315,84,250.352612
19.748494,68,250.394905
19.192917,66,250.436311
-6.053956,53,250.470543
20.652066,65,250.51191
21.317922,59,250.549376
20.578386,60,251.003587
6.651978,57,251.040882
18.702662,70,251.086876
7.485804,52,251.122381
-17.186855,1,251.123298
20.798584,68,251.166571
20.344165,54,251.20505
20.053298,63,251.24754
-2.92182,49,251.283456
18.205807,77,251.335327
-17.384949,50,251.369058
19.874858,55,251.405483
18.270847,50,251.437357
17.166225,91,251.510857
18.541333,77,251.574542
19.716724,94,251.641869
19.01084,54,251.680562
18.334063,57,251.718211
18.351149,40,252.22734
18.813447,62,252.27161
20.991935,84,252.331988
18.730135,60,252.378917
22.366328,62,252.430399
18.957921,92,252.506465
19.285823,78,252.560148
18.725173,61,252.598934
21.467041,80,252.648881
20.917363,58,252.684886
-6.120845,69,252.728241
10.210033,47,252.75904
12.796299,38,252.784543
20.294104,76,252.831191
18.376893,123,253.311232
-10.641585,200,253.445035
18.889797,75,253.49323
18.106661,55,253.52658
-25.906314,42,253.551089
21.490419,74,253.594819
17.413046,60,253.633734
17.151611,81,253.686041
18.748515,89,253.745282
-9.60746,31,253.764854
19.282878,78,253.813417
20.004706,69,253.856594
20.45027,71,253.901509
-27.019639,30,253.920274
14.328277,148,254.478521
-9.230544,59,254.522885
11.186836,145,254.619626
19.946069,83,254.676998
21.62081,78,254.734397
2.281657,200,254.870517
-4.589895,56,254.905408
17.862191,44,254.931338
-11.188435,31,254.952795
-0.075998,200,255.076063
-11.391014,124,255.593959
17.403688,35,255.617793
20.204245,50,255.650823
-23.912427,36,255.673446
18.845089,75,255.718622
12.56532,69,255.760103
14.422478,65,255.796899
22.090717,63,255.834162
18.998605,88,255.888843
17.723725,92,255.951823
21.215841,65,255.993407
16.715272,93,256.053868
-6.734838,200,256.214983
2.639868,200,256.813158
19.541271,51,256.853914
-7.349555,55,256.893917
20.673263,67,256.949727
-17.12211,1,256.950469
20.203916,72,257.002229
19.029412,72,257.063798
17.419689,111,257.144114
11.120614,65,257.190318
19.893471,71,257.235213
18.897638,62,257.281911
-14.349106,47,257.315388
9.962219,95,257.379058
18.62935,66,257.427553
20.38647,66,257.92891
18.725293,73,257.98243
-10.015834,49,258.018487
10.433046,82,258.076755
18.324691,59,258.114112
18.258283,71,258.159465
18.332391,55,258.192623
4.214461,200,258.311194
4.668696,68,258.353172
18.640296,73,258.395376
18.347437,52,258.426088
18.780495,68,258.465853
13.431667,47,258.492757
21.689335,67,258.937071
13.436427,86,258.990552
18.271542,56,259.02555
-7.834728,64,259.065087
19.933748,61,259.102032
16.874738,44,259.129482
17.522654,86,259.182967
17.505737,80,259.232113
19.019218,53,259.264812
16.869882,66,259.304536
-26.983235,58,259.340083
18.006103,62,259.37824
18.35635,36,259.400601
12.199278,104,259.470016
19.372177,64,259.513211
17.388418,72,259.556035
20.417849,65,260.030337
20.076549,55,260.075862
17.250885,81,260.138868
17.294375,65,260.189914
18.259142,66,260.241246
20.232875,67,260.290801
18.125464,76,260.339609
18.391124,80,260.391914
17.319928,133,260.47667
1.851698,200,260.608294
-10.732648,54,260.644023
18.348697,79,260.707344
17.689479,115,261.198242
18.307117,61,261.235348
20.72082,90,261.291128
18.119458,84,261.343673
17.930325,61,261.382288
18.06841,85,261.435369
9.39074,76,261.483271
17.50089,39,261.50907
-19.873421,29,261.527564
-8.166324,52,261.56066
4.983299,70,261.604561
14.310544,154,261.69661
-38.640032,200,262.205873
18.737664,73,262.251801
16.213441,57,262.288576
18.87852,53,262.320771
21.217243,73,262.368021
19.195923,70,262.408575
-1.680447,200,262.525394
13.026851,69,262.56655
18.228296,75,262.611444
19.652164,82,262.661214
-16.900354,1,262.661922
-0.460624,200,262.808101
